16	3.48126e-06	3.52735e-06	3.39176e-06	3.77923e-06
196	0.00140494	0.00136406	0.00126921	0.00130019
576	0.020102	0.0209621	0.0193621	0.0190336
1156	0.142372	0.134309	0.12309	0.123918
1936	0.511234	0.531226	0.478111	0.481659
2916	1.51147	1.3881	1.47168	1.51863
2916	1.83693	1.81313	1.96912	1.98113
5476	9.15179	6.4332	5.9648	6.20802
7056	20.0066	12.8317	10.9059	11.1241
8836	42.1575	23.9174	20.7218	21.0304
10816	77.2101	42.2526	36.4902	36.9616
